iter,array_size,time
0;2500;0.429085
0;5000;1.533085
0;7500;3.444373
0;10000;6.293746
0;12500;9.650574
0;15000;13.824260
0;17500;18.774368
0;20000;24.487524
0;22500;31.151344
0;25000;38.316219
1;2500;0.513457
1;5000;1.583743
1;7500;3.457058
1;10000;6.138883
1;12500;9.648479
1;15000;13.819659
1;17500;18.827141
1;20000;24.494363
1;22500;31.000638
1;25000;38.274097
2;2500;0.391873
2;5000;1.646037
2;7500;3.564658
2;10000;6.173805
2;12500;9.567744
2;15000;13.910640
2;17500;18.765555
2;20000;24.481474
2;22500;30.983624
2;25000;38.274315
3;2500;0.398762
3;5000;1.540054
3;7500;3.447614
3;10000;6.261432
3;12500;9.566860
3;15000;13.837867
3;17500;18.880060
3;20000;24.604580
3;22500;31.227213
3;25000;38.265156
4;2500;0.467156
4;5000;1.529044
4;7500;3.454356
4;10000;6.153632
4;12500;9.563285
4;15000;13.807089
4;17500;18.873188
4;20000;24.483126
4;22500;31.004218
4;25000;38.342196
