iter,array_size,time
0;2500;0.033506
0;5000;0.131511
0;7500;0.266312
0;10000;0.476692
0;12500;0.750204
0;15000;1.071028
0;17500;1.457398
0;20000;1.901733
0;22500;2.402933
0;25000;2.988306
1;2500;0.036673
1;5000;0.135668
1;7500;0.269248
1;10000;0.475858
1;12500;0.746348
1;15000;1.085456
1;17500;1.462132
1;20000;1.899069
1;22500;2.398092
1;25000;2.969938
2;2500;0.032359
2;5000;0.130824
2;7500;0.266582
2;10000;0.479096
2;12500;0.742769
2;15000;1.066931
2;17500;1.449019
2;20000;1.947271
2;22500;2.407381
2;25000;2.958402
3;2500;0.041196
3;5000;0.121635
3;7500;0.268991
3;10000;0.477220
3;12500;0.744882
3;15000;1.071348
3;17500;1.464636
3;20000;1.919742
3;22500;2.429624
3;25000;2.983714
4;2500;0.044968
4;5000;0.132701
4;7500;0.278382
4;10000;0.488140
4;12500;0.751589
4;15000;1.083536
4;17500;1.451543
4;20000;1.896786
4;22500;2.421174
4;25000;2.964669
