iter,array_size,time
0;2500;0.087509
0;5000;0.342957
0;7500;0.767882
0;10000;1.355992
0;12500;2.130898
0;15000;3.043358
0;17500;4.135284
0;20000;5.414763
0;22500;6.832183
0;25000;8.445060
1;2500;0.089424
1;5000;0.346865
1;7500;0.766264
1;10000;1.388615
1;12500;2.117512
1;15000;3.040683
1;17500;4.138057
1;20000;5.428836
1;22500;6.838805
1;25000;8.442150
2;2500;0.089825
2;5000;0.341735
2;7500;0.763981
2;10000;1.354792
2;12500;2.114988
2;15000;3.047701
2;17500;4.142035
2;20000;5.402090
2;22500;6.838589
2;25000;8.443622
3;2500;0.092380
3;5000;0.344142
3;7500;0.760899
3;10000;1.351142
3;12500;2.109862
3;15000;3.043366
3;17500;4.138176
3;20000;5.404981
3;22500;6.888836
3;25000;8.438250
4;2500;0.087423
4;5000;0.350191
4;7500;0.767758
4;10000;1.354132
4;12500;2.113130
4;15000;3.042947
4;17500;4.138888
4;20000;5.402078
4;22500;6.838104
4;25000;8.442632
