iter,array_size,time
0;2500;0.666856
0;5000;1.867689
0;7500;3.964483
0;10000;6.905819
0;12500;10.684016
0;15000;15.334015
0;17500;20.828725
0;20000;27.064580
0;22500;34.281706
0;25000;42.369597
1;2500;0.423929
1;5000;2.049478
1;7500;3.962598
1;10000;6.790510
1;12500;11.062186
1;15000;15.487052
1;17500;20.891678
1;20000;27.341118
1;22500;34.489071
1;25000;42.368675
2;2500;0.562328
2;5000;2.178413
2;7500;4.029942
2;10000;7.105819
2;12500;10.993331
2;15000;15.487002
2;17500;20.802833
2;20000;27.080589
2;22500;34.292625
2;25000;42.316417
3;2500;0.605112
3;5000;2.052286
3;7500;3.972394
3;10000;6.790010
3;12500;10.885022
3;15000;15.494726
3;17500;20.854878
3;20000;27.062856
3;22500;34.370316
3;25000;42.351337
4;2500;0.658166
4;5000;2.047886
4;7500;3.990533
4;10000;6.911924
4;12500;10.704743
4;15000;15.295657
4;17500;20.798514
4;20000;27.071931
4;22500;34.411003
4;25000;42.350387
