iter,array_size,time
0;2500;1.417532
0;5000;5.615773
0;7500;12.591153
0;10000;22.466283
0;12500;35.060549
0;15000;50.519262
0;17500;68.768355
0;20000;89.832316
0;22500;113.719056
0;25000;140.355243
1;2500;1.401686
1;5000;5.611504
1;7500;12.620136
1;10000;22.395647
1;12500;35.046822
1;15000;50.477929
1;17500;68.685689
1;20000;89.871262
1;22500;114.070406
1;25000;140.583694
2;2500;1.415387
2;5000;5.611489
2;7500;12.595303
2;10000;22.390097
2;12500;35.031517
2;15000;50.600240
2;17500;68.694668
2;20000;89.734596
2;22500;113.633130
2;25000;140.241229
3;2500;1.402065
3;5000;5.653040
3;7500;12.599230
3;10000;22.437534
3;12500;35.185818
3;15000;50.447024
3;17500;68.686278
3;20000;89.773006
3;22500;113.896973
3;25000;140.235793
4;2500;1.409220
4;5000;5.596421
4;7500;12.597047
4;10000;22.442995
4;12500;35.106986
4;15000;50.633097
4;17500;68.719683
4;20000;89.760580
4;22500;113.579214
4;25000;140.599099
