iter,array_size,time
0;2500;0.395720
0;5000;1.556768
0;7500;3.500951
0;10000;6.232750
0;12500;9.734361
0;15000;14.008876
0;17500;19.285917
0;20000;25.847776
0;22500;31.498430
0;25000;38.879614
1;2500;0.390107
1;5000;1.556529
1;7500;3.502413
1;10000;6.221594
1;12500;9.720309
1;15000;14.001508
1;17500;19.045584
1;20000;24.877527
1;22500;31.503147
1;25000;38.880184
2;2500;0.404086
2;5000;1.561864
2;7500;3.500358
2;10000;6.279005
2;12500;9.726787
2;15000;14.014095
2;17500;19.085060
2;20000;24.896598
2;22500;31.505488
2;25000;38.894064
3;2500;0.390679
3;5000;1.558052
3;7500;3.504538
3;10000;6.227520
3;12500;9.728543
3;15000;14.011297
3;17500;19.054620
3;20000;24.878678
3;22500;31.471147
3;25000;38.882667
4;2500;0.389591
4;5000;1.554706
4;7500;3.497942
4;10000;6.219481
4;12500;9.714700
4;15000;13.994529
4;17500;19.047671
4;20000;24.875593
4;22500;31.477032
4;25000;38.874745
