iter,array_size,time
0;2500;0.247006
0;5000;0.915803
0;7500;2.048199
0;10000;3.622291
0;12500;5.671217
0;15000;8.145317
0;17500;11.064236
0;20000;14.463674
0;22500;18.587730
0;25000;23.033116
1;2500;0.237534
1;5000;0.898695
1;7500;2.035284
1;10000;3.615480
1;12500;5.635352
1;15000;8.115658
1;17500;11.107593
1;20000;14.373970
1;22500;18.261534
1;25000;22.709120
2;2500;0.240243
2;5000;0.948495
2;7500;2.024102
2;10000;3.594742
2;12500;5.657748
2;15000;8.079741
2;17500;11.150380
2;20000;14.496939
2;22500;18.383028
2;25000;22.452909
3;2500;0.231166
3;5000;0.926796
3;7500;2.038320
3;10000;3.614167
3;12500;5.675741
3;15000;8.172605
3;17500;10.997977
3;20000;14.408821
3;22500;18.338189
3;25000;22.634575
4;2500;0.229494
4;5000;0.956239
4;7500;2.028978
4;10000;3.623933
4;12500;5.864449
4;15000;8.096547
4;17500;11.030686
4;20000;14.366120
4;22500;18.292855
4;25000;22.565623
