iter,array_size,time
0;2500;0.058926
0;5000;0.230936
0;7500;0.507690
0;10000;0.898697
0;12500;1.399164
0;15000;2.045908
0;17500;2.748155
0;20000;3.585554
0;22500;4.538662
0;25000;5.603550
1;2500;0.057932
1;5000;0.240664
1;7500;0.503123
1;10000;0.903470
1;12500;1.399592
1;15000;2.015596
1;17500;2.790954
1;20000;3.583456
1;22500;4.566253
1;25000;5.606478
2;2500;0.071962
2;5000;0.229820
2;7500;0.506308
2;10000;0.894742
2;12500;1.434904
2;15000;2.060663
2;17500;2.802043
2;20000;3.708183
2;22500;4.537133
2;25000;5.602727
3;2500;0.056336
3;5000;0.229949
3;7500;0.502921
3;10000;0.895142
3;12500;1.415064
3;15000;2.014985
3;17500;2.745240
3;20000;3.644199
3;22500;4.540762
3;25000;5.640301
4;2500;0.070756
4;5000;0.231034
4;7500;0.518457
4;10000;0.895601
4;12500;1.428365
4;15000;2.016988
4;17500;2.786308
4;20000;3.595060
4;22500;4.556637
4;25000;5.608930
